fox9.com,Commercial broadcaster,NA
sun-sentinel.com,Quality newspaper/magazine,NA
dailywire.com,Hyperpartisan media,NA
dailyconservative.com,Hyperpartisan media,NA
timesofisrael.com,Digital-born news outlet,NA
expressandstar.com,Quality newspaper/magazine,NA
conservativedailypost.com,Hyperpartisan media,NA
buzzfeednews.com,Digital-born news outlet,NA
npr.org,Public broadcaster,NA
wpxi.com,Commercial broadcaster,NA
lbc.co.uk,Commercial broadcaster,NA
drudgereport.com,Hyperpartisan media,NA
msnbc.com,Commercial broadcaster,1
latimes.com,Quality newspaper/magazine,NA
time.com,Quality newspaper/magazine,NA
jpost.com,Quality newspaper/magazine,NA
lep.co.uk,Quality newspaper/magazine,NA
eveningtimes.co.uk,Tabloid newspaper,NA
theatlantic.com,Quality newspaper/magazine,NA
trinitymirror-news.co.uk,Tabloid newspaper,NA
lincolnshirelive.co.uk,Quality newspaper/magazine,NA
rightwingtribune.com,Hyperpartisan media,NA
weau.com,Commercial broadcaster,NA
newsweek.com,Quality newspaper/magazine,NA
chicagotribune.com,Quality newspaper/magazine,NA
nydailynews.com,Tabloid newspaper,NA
wsj.com,Quality newspaper/magazine,NA
theepochtimes.com,Hyperpartisan media,NA
nymag.com,Quality newspaper/magazine,NA
vox.com,Digital-born news outlet,NA
cbc.ca,Public broadcaster,NA
slate.com,Digital-born news outlet,NA
fortune.com,Quality newspaper/magazine,NA
fox8.com,Commercial broadcaster,NA
newser.com,Digital-born news outlet,NA
abc7.com,Commercial broadcaster,NA
abc7chicago.com,Commercial broadcaster,NA
ndtv.com,Commercial broadcaster,NA
miamiherald.com,Quality newspaper/magazine,NA
cnn.it,Commercial broadcaster,1
startribune.com,Quality newspaper/magazine,NA
abc13.com,Commercial broadcaster,NA
fox59.com,Commercial broadcaster,NA
goodmorningamerica.com,Commercial broadcaster,NA
6abc.com,Commercial broadcaster,NA
theconversation.com,Digital-born news outlet,NA
conservativebuzz.com,Hyperpartisan media,NA
newsday.com,Quality newspaper/magazine,NA
mercurynews.com,Quality newspaper/magazine,NA
news12.com,Commercial broadcaster,NA
channel7breakingreport.live,Commercial broadcaster,NA
thefederalist.com,Hyperpartisan media,NA
dallasnews.com,Quality newspaper/magazine,NA
abcn.ws,Commercial broadcaster,NA
seattletimes.com,Quality newspaper/magazine,NA
newsbreakapp.com,Digital-born news outlet,NA
abcactionnews.com,Commercial broadcaster,NA
local10.com,Commercial broadcaster,NA
abc7ny.com,Commercial broadcaster,NA
wxyz.com,Commercial broadcaster,NA
post-gazette.com,Quality newspaper/magazine,NA
baltimoresun.com,Quality newspaper/magazine,NA
oregonlive.com,Quality newspaper/magazine,NA
10tv.com,Commercial broadcaster,NA
wsbtv.com,Commercial broadcaster,NA
orlandosentinel.com,Quality newspaper/magazine,NA
realclearpolitics.com,Digital-born news outlet,NA
daytondailynews.com,Quality newspaper/magazine,NA
foxla.com,Commercial broadcaster,NA
abc15.com,Commercial broadcaster,NA
fox13news.com,Commercial broadcaster,NA
fox4kc.com,Commercial broadcaster,NA
insideedition.com,Commercial broadcaster,1
boston25news.com,Commercial broadcaster,NA
local12.com,Commercial broadcaster,NA
news5cleveland.com,Commercial broadcaster,NA
el-nacional.com,Quality newspaper/magazine,NA
abc.net.au,Public broadcaster,NA
theperspective.com,Digital-born news outlet,NA
redstate.com,Hyperpartisan media,NA
fox2now.com,Commercial broadcaster,NA
salon.com,Digital-born news outlet,NA
newspunch.com,Hyperpartisan media,NA
denverpost.com,Quality newspaper/magazine,NA
newsok.com,Quality newspaper/magazine,NA
voanews.com,Public broadcaster,NA
firstcoastnews.com,Commercial broadcaster,NA
fox6now.com,Commercial broadcaster,NA
fox13now.com,Commercial broadcaster,NA
sbs.com.au,Public broadcaster,NA
splinternews.com,Hyperpartisan media,NA
20minutes.fr,Tabloid newspaper,NA
20mn.fr,Tabloid newspaper,NA
24economia.com,Digital-born news outlet,NA
3sat.de,Public broadcaster,NA
abendblatt.de,Quality newspaper/magazine,NA
abendzeitung-muenchen.de,Tabloid newspaper,NA
actu.fr,Quality newspaper/magazine,NA
actualites-la-croix.com,Quality newspaper/magazine,NA
actuall.com,Hyperpartisan media,NA
adnkronos.com,Quality newspaper/magazine,NA
affaritaliani.it,Digital-born news outlet,NA
agoravox.fr,Digital-born news outlet,NA
alertadigital.com,Hyperpartisan media,NA
anonymousnews.ru,Hyperpartisan media,NA
ansa.it,Quality newspaper/magazine,NA
antena3.com,Commercial broadcaster,NA
ara.cat,Quality newspaper/magazine,NA
ard-text.de,Public broadcaster,NA
ard.de,Public broadcaster,NA
ardmediathek.de,Public broadcaster,NA
arte.tv,Public broadcaster,NA
atresplayer.com,Commercial broadcaster,NA
augsburger-allgemeine.de,Quality newspaper/magazine,NA
avvenire.it,Quality newspaper/magazine,NA
badische-zeitung.de,Quality newspaper/magazine,NA
bento.de,Digital-born news outlet,NA
bergamopost.it,Quality newspaper/magazine,NA
berliner-kurier.de,Tabloid newspaper,NA
berliner-zeitung.de,Quality newspaper/magazine,NA
bfmtv.com,Commercial broadcaster,1
bild.de,Tabloid newspaper,NA
blick.ch,Tabloid newspaper,NA
blick.de,Tabloid newspaper,NA
bo.de,Quality newspaper/magazine,NA
br.de,Public broadcaster,NA
breaknotizie.com,Digital-born news outlet,NA
businessinsider.de,Digital-born news outlet,NA
bz-berlin.de,Tabloid newspaper,NA
cadenaser.com,Commercial broadcaster,NA
caffeinamagazine.it,Digital-born news outlet,NA
canal-plus.com,Commercial broadcaster,NA
canal.fr,Commercial broadcaster,NA
canarias7.es,Quality newspaper/magazine,NA
capital.fr,Quality newspaper/magazine,NA
casoaislado.com,Hyperpartisan media,NA
cataniatoday.it,Quality newspaper/magazine,NA
ccma.cat,Public broadcaster,NA
challenges.fr,Quality newspaper/magazine,NA
cnews.fr,Digital-born news outlet,NA
cope.es,Commercial broadcaster,NA
corriere.it,Quality newspaper/magazine,NA
corriereadriatico.it,Quality newspaper/magazine,NA
courrierdelouest.fr,Quality newspaper/magazine,NA
courrierinternational.com,Quality newspaper/magazine,NA
ctxt.es,Digital-born news outlet,NA
cuatro.com,Commercial broadcaster,NA
daserste.de,Public broadcaster,NA
derwesten.de,Digital-born news outlet,NA
diaridegirona.cat,Quality newspaper/magazine,NA
diaridetarragona.com,Quality newspaper/magazine,NA
diariocordoba.com,Quality newspaper/magazine,NA
diariodeibiza.es,Quality newspaper/magazine,NA
diariodeleon.es,Quality newspaper/magazine,NA
diariodemallorca.es,Quality newspaper/magazine,NA
diariodenavarra.es,Quality newspaper/magazine,NA
diariodesevilla.es,Quality newspaper/magazine,NA
diarioinformacion.com,Quality newspaper/magazine,NA
diariojaen.es,Quality newspaper/magazine,NA
diariosur.es,Quality newspaper/magazine,NA
diariovasco.com,Quality newspaper/magazine,NA
digitalsevilla.com,Hyperpartisan media,NA
dw.com,Public broadcaster,NA
ecodibergamo.it,Quality newspaper/magazine,NA
economiadigital.es,Digital-born news outlet,NA
elboletin.com,Digital-born news outlet,NA
elcomercio.es,Quality newspaper/magazine,NA
elconfidencial.com,Digital-born news outlet,NA
elconfidencialdigital.com,Digital-born news outlet,NA
elcorreo.com,Quality newspaper/magazine,NA
elcorreodemadrid.com,Hyperpartisan media,NA
elcorreogallego.es,Quality newspaper/magazine,NA
elcorreoweb.es,Quality newspaper/magazine,NA
eldia.es,Quality newspaper/magazine,NA
eldiario.es,Digital-born news outlet,NA
eldiariomontanes.es,Quality newspaper/magazine,NA
eldigitalcastillalamancha.es,Digital-born news outlet,NA
eleconomista.es,Quality newspaper/magazine,NA
elmundo.es,Quality newspaper/magazine,NA
elnortedecastilla.es,Quality newspaper/magazine,NA
elperiodico.com,Quality newspaper/magazine,NA
elperiodicoextremadura.com,Quality newspaper/magazine,NA
elplural.com,Hyperpartisan media,NA
elpuntavui.cat,Quality newspaper/magazine,NA
eltiempo.com,Quality newspaper/magazine,NA
esdiario.com,Hyperpartisan media,NA
estrelladigital.es,Digital-born news outlet,NA
euro-actu.fr,Quality newspaper/magazine,NA
euronews.com,Commercial broadcaster,1
europapress.es,Quality newspaper/magazine,NA
europe1.fr,Commercial broadcaster,NA
expansion.com,Quality newspaper/magazine,NA
express.de,Tabloid newspaper,NA
fanpage.it,Digital-born news outlet,NA
faz.net,Quality newspaper/magazine,NA
fdesouche.com,Hyperpartisan media,NA
finanzen.net,Digital-born news outlet,NA
fnp.de,Quality newspaper/magazine,NA
focus.de,Quality newspaper/magazine,NA
fr.de,Quality newspaper/magazine,NA
france.tv,Public broadcaster,NA
france24.com,Public broadcaster,1
france3.fr,Public broadcaster,NA
francebleu.fr,Public broadcaster,NA
franceculture.fr,Public broadcaster,NA
franceinter.fr,Public broadcaster,NA
francesoir.fr,Digital-born news outlet,NA
francetelevisions.fr,Public broadcaster,NA
francetv.fr,Public broadcaster,NA
francetvinfo.fr,Public broadcaster,1
freiepresse.de,Quality newspaper/magazine,NA
gaceta.es,Hyperpartisan media,NA
gasteizhoy.com,Digital-born news outlet,NA
gazzettadelsud.it,Quality newspaper/magazine,NA
gazzettadiparma.it,Quality newspaper/magazine,NA
giornaledibrescia.it,Quality newspaper/magazine,NA
giornaledilecco.it,Quality newspaper/magazine,NA
giornaledimonza.it,Quality newspaper/magazine,NA
giornaletrentino.it,Quality newspaper/magazine,NA
giornalone.it,Quality newspaper/magazine,NA
granadahoy.com,Quality newspaper/magazine,NA
handelsblatt.com,Quality newspaper/magazine,NA
haz.de,Quality newspaper/magazine,NA
heraldo.es,Quality newspaper/magazine,NA
hna.de,Quality newspaper/magazine,NA
hoy.es,Quality newspaper/magazine,NA
hr-fernsehen.de,Public broadcaster,NA
huelvainformacion.es,Quality newspaper/magazine,NA
huffingtonpost.es,Digital-born news outlet,NA
huffingtonpost.fr,Digital-born news outlet,NA
huffingtonpost.it,Digital-born news outlet,NA
humanite.fr,Quality newspaper/magazine,NA
ideal.es,Quality newspaper/magazine,NA
ilcorrieredellacitta.com,Quality newspaper/magazine,NA
ilfattoquotidiano.it,Quality newspaper/magazine,NA
ilfoglio.it,Quality newspaper/magazine,NA
ilgazzettino.it,Quality newspaper/magazine,NA
ilgiornale.it,Quality newspaper/magazine,NA
ilgiorno.it,Quality newspaper/magazine,NA
ilmanifesto.it,Quality newspaper/magazine,NA
ilmattino.it,Quality newspaper/magazine,NA
ilmessaggero.it,Quality newspaper/magazine,NA
ilprimatonazionale.it,Hyperpartisan media,NA
ilrestodelcarlino.it,Tabloid newspaper,NA
ilsecoloxix.it,Quality newspaper/magazine,NA
ilsole24ore.com,Quality newspaper/magazine,NA
iltempo.it,Quality newspaper/magazine,NA
infolibre.es,Digital-born news outlet,NA
informazione.it,Hyperpartisan media,NA
infranken.de,Quality newspaper/magazine,NA
insuedthueringen.de,Quality newspaper/magazine,NA
internazionale.it,Quality newspaper/magazine,NA
journaldemontreal.com,Tabloid newspaper,NA
jungefreiheit.de,Hyperpartisan media,NA
kieler-nachrichten.de,Quality newspaper/magazine,NA
kn-online.de,Quality newspaper/magazine,NA
ksta.de,Quality newspaper/magazine,NA
la-croix.com,Quality newspaper/magazine,NA
lagacetadesalamanca.es,Quality newspaper/magazine,NA
lagazzettadelmezzogiorno.it,Quality newspaper/magazine,NA
lainformacion.com,Digital-born news outlet,NA
lamarea.com,Quality newspaper/magazine,NA
lanouvellerepublique.fr,Quality newspaper/magazine,NA
lanuevacronica.com,Quality newspaper/magazine,NA
laopinioncoruna.es,Quality newspaper/magazine,NA
laopiniondemalaga.es,Quality newspaper/magazine,NA
laopiniondemurcia.es,Quality newspaper/magazine,NA
laopiniondezamora.es,Quality newspaper/magazine,NA
lapresse.ca,Quality newspaper/magazine,NA
lapresse.it,Digital-born news outlet,NA
laprovence.com,Quality newspaper/magazine,NA
laprovincia.es,Quality newspaper/magazine,NA
larazon.es,Quality newspaper/magazine,NA
larioja.com,Quality newspaper/magazine,NA
lasexta.com,Commercial broadcaster,NA
lasprovincias.es,Quality newspaper/magazine,NA
lastampa.it,Quality newspaper/magazine,NA
latribunadeespana.com,Hyperpartisan media,NA
latribune.fr,Quality newspaper/magazine,NA
lavanguardia.com,Quality newspaper/magazine,NA
laverdad.es,Quality newspaper/magazine,NA
lavoixdunord.fr,Quality newspaper/magazine,NA
lavozdegalicia.es,Quality newspaper/magazine,NA
lavozdelsur.es,Digital-born news outlet,NA
lavozdigital.es,Quality newspaper/magazine,NA
ledauphine.com,Quality newspaper/magazine,NA
lefigaro.fr,Quality newspaper/magazine,NA
leggioggi.it,Digital-born news outlet,NA
leggo.it,Tabloid newspaper,NA
lemonde.fr,Quality newspaper/magazine,NA
leparisien.fr,Tabloid newspaper,NA
lepoint.fr,Quality newspaper/magazine,NA
lepopulaire.fr,Quality newspaper/magazine,NA
lesechos.fr,Quality newspaper/magazine,NA
lettoquotidiano.it,Digital-born news outlet,NA
lexpress.fr,Quality newspaper/magazine,NA
liberation.fr,Quality newspaper/magazine,NA
liberoquotidiano.it,Quality newspaper/magazine,NA
libertaddigital.com,Digital-born news outlet,NA
linternaute.com,Digital-born news outlet,NA
linternaute.fr,Digital-born news outlet,NA
livesicilia.it,Digital-born news outlet,NA
lne.es,Quality newspaper/magazine,NA
lvz.de,Quality newspaper/magazine,NA
malagahoy.es,Quality newspaper/magazine,NA
manager-magazin.de,Quality newspaper/magazine,NA
marianne.net,Quality newspaper/magazine,NA
mdr.de,Public broadcaster,NA
mediapart.fr,Digital-born news outlet,NA
mediaset.it,Commercial broadcaster,NA
mediterraneodigital.com,Hyperpartisan media,NA
merkur.de,Quality newspaper/magazine,NA
milanotoday.it,Quality newspaper/magazine,NA
mopo.de,Tabloid newspaper,NA
morgenpost.de,Quality newspaper/magazine,NA
morgenweb.de,Quality newspaper/magazine,NA
mz-web.de,Quality newspaper/magazine,NA
n-tv.de,Commercial broadcaster,1
naciodigital.cat,Digital-born news outlet,NA
naiz.eus,Quality newspaper/magazine,NA
ndr.de,Public broadcaster,NA
news-net.fr,Hyperpartisan media,NA
news-und-nachrichten.de,Digital-born news outlet,NA
news.de,Digital-born news outlet,NA
news64.net,Digital-born news outlet,NA
newsmondo.it,Digital-born news outlet,NA
nordkurier.de,Quality newspaper/magazine,NA
notizie.it,Digital-born news outlet,NA
nouvelobs.com,Quality newspaper/magazine,NA
nw.de,Quality newspaper/magazine,NA
nzz.ch,Quality newspaper/magazine,NA
oggitreviso.it,Quality newspaper/magazine,NA
okdiario.com,Hyperpartisan media,NA
ondacero.es,Commercial broadcaster,NA
orf.at,Public broadcaster,NA
ostsee-zeitung.de,Quality newspaper/magazine,NA
ouest-france.fr,Quality newspaper/magazine,NA
panorama.it,Quality newspaper/magazine,NA
parismatch.com,Tabloid newspaper,NA
periodistadigital.com,Hyperpartisan media,NA
phoenix.de,Public broadcaster,1
pi-news.net,Hyperpartisan media,NA
pnp.de,Quality newspaper/magazine,NA
politikstube.com,Hyperpartisan media,NA
presseportal.de,Digital-born news outlet,NA
prosieben.at,Commercial broadcaster,NA
prosieben.de,Commercial broadcaster,NA
publico.es,Digital-born news outlet,NA
que.es,Tabloid newspaper,NA
quifinanza.it,Digital-born news outlet,NA
quotidianodipuglia.it,Quality newspaper/magazine,NA
quotidianopiemontese.it,Quality newspaper/magazine,NA
rac1.cat,Commercial broadcaster,NA
racocatala.cat,Digital-born news outlet,NA
radioclassique.fr,Commercial broadcaster,NA
radioitalia.it,Commercial broadcaster,NA
rainews.it,Public broadcaster,1
raiplay.it,Public broadcaster,NA
raiplayradio.it,Public broadcaster,NA
regio7.cat,Quality newspaper/magazine,NA
republica.com,Digital-born news outlet,NA
revolutionpermanente.fr,Hyperpartisan media,NA
rhein-zeitung.de,Quality newspaper/magazine,NA
riminitoday.it,Quality newspaper/magazine,NA
ripostelaique.com,Hyperpartisan media,NA
romatoday.it,Quality newspaper/magazine,NA
rosenheim24.de,Digital-born news outlet,NA
rp-online.de,Quality newspaper/magazine,NA
rtbf.be,Public broadcaster,NA
rtl.de,Commercial broadcaster,NA
rtl.fr,Commercial broadcaster,NA
rtl2.de,Commercial broadcaster,NA
saechsische.de,Quality newspaper/magazine,NA
sat1.de,Commercial broadcaster,NA
secoloditalia.it,Hyperpartisan media,NA
shz.de,Quality newspaper/magazine,NA
sky.it,Commercial broadcaster,NA
slate.fr,Digital-born news outlet,NA
sputniknews.com,Hyperpartisan media,NA
stern.de,Quality newspaper/magazine,NA
stimme.de,Quality newspaper/magazine,NA
strettoweb.com,Digital-born news outlet,NA
sudinfo.be,Quality newspaper/magazine,NA
sudouest.fr,Quality newspaper/magazine,NA
sueddeutsche.de,Quality newspaper/magazine,NA
swp.de,Quality newspaper/magazine,NA
swr.de,Public broadcaster,NA
swr3.de,Public broadcaster,NA
tag24.de,Digital-born news outlet,NA
tagesschau.de,Public broadcaster,1
tagesspiegel.de,Quality newspaper/magazine,NA
taz.de,Quality newspaper/magazine,NA
telecinco.es,Commercial broadcaster,NA
tempi.it,Digital-born news outlet,NA
termometropolitico.it,Digital-born news outlet,NA
tf1.fr,Commercial broadcaster,NA
tgcom24.it,Commercial broadcaster,1
torinotoday.it,Quality newspaper/magazine,NA
trevisotoday.it,Quality newspaper/magazine,NA
tv5monde.com,Public broadcaster,NA
tz.de,Tabloid newspaper,NA
udinetoday.it,Quality newspaper/magazine,NA
valenciaplaza.com,Digital-born news outlet,NA
valeursactuelles.com,Quality newspaper/magazine,NA
vilaweb.cat,Digital-born news outlet,NA
volksstimme.de,Quality newspaper/magazine,NA
vox.de,Commercial broadcaster,NA
voxnews.info,Hyperpartisan media,NA
vozpopuli.com,Digital-born news outlet,NA
watergate.tv,Hyperpartisan media,NA
watson.de,Digital-born news outlet,NA
waz.de,Quality newspaper/magazine,NA
wdr.de,Public broadcaster,NA
wdr2.de,Public broadcaster,NA
welt.de,Quality newspaper/magazine,NA
wired.it,Digital-born news outlet,NA
wiwo.de,Quality newspaper/magazine,NA
zdf.de,Public broadcaster,NA
zeit.de,Quality newspaper/magazine,NA
quotidiano.net,Quality newspaper/magazine,NA
nextquotidiano.it,Digital-born news outlet,NA
blitzquotidiano.it,Digital-born news outlet,NA
quotidianodiragusa.it,Digital-born news outlet,NA
lanazione.it,Tabloid newspaper,NA
metro.it,Tabloid newspaper,NA
heute.de,Public broadcaster,1
skytg24news.it,Commercial broadcaster,1
kabeleins.de,Commercial broadcaster,NA
news-mondo.it,Digital-born news outlet,NA
primocanale.it,Commercial broadcaster,NA
komonews.com,Commercial broadcaster,NA
nbclosangeles.com,Commercial broadcaster,NA
nbcdfw.com,Commercial broadcaster,NA
estrepublicain.fr,Quality newspaper/magazine,NA
economist.com,Quality newspaper/magazine,NA
republicain-lorrain.fr,Quality newspaper/magazine,NA
resistancerepublicaine.eu,Hyperpartisan media,NA
paris-normandie.fr,Quality newspaper/magazine,NA
epochtimes.fr,Hyperpartisan media,NA
epochtimes.de,Hyperpartisan media,NA
fivethirtyeight.com,Digital-born news outlet,NA
